Position,Track Name,Artist,date,region,id
49,Que Calor (feat. J Balvin & El Alfa),Major Lazer,2019-11-22,es,1G2CAJeP7rCwOZjlSJ0Zw3
50,Imaginándote Oe Oa,Ale Mendoza,2019-11-22,es,3weZ9EdNe4qXlK4A23PxBH
Position,Track Name,Artist,date,region,id
1,Yellow Hearts,Ant Saunders,2019-11-25,nl,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-25,nl,696DnlkuDOXcMAnKlTgXXK
3,Duimpje Omhoog,Luan Bellinga,2019-11-25,nl,4AGG98m7CTokp6pCyBPPFn
4,Plop Die Chickie Van Achter,Quy,2019-11-25,nl,1wmWXvByQR5cqdK8nSwvIa
5,Pa Olvidarte,Emma Heesters,2019-11-25,nl,1RO8Q3w2Jkir8cvvGEApI0
6,Falling,Trevor Daniel,2019-11-25,nl,4TnjEaWOeW0eKTKIEvJyCa
7,Move Your Body,Marshall Jefferson,2019-11-25,nl,3YXIVMQLRRq2K7kxC7UYx6
8,De Toreador (Jaques Herb),Opgeblazen,2019-11-25,nl,59ZhqrmXub9nSwNGfOzg1N
9,Sinterklaas Skippybal,Rommelpiet,2019-11-25,nl,1AGjHcrSfW3rbpR6fbEe48
10,Hallo Sinterklaas,Feestpiet Fabio,2019-11-25,nl,5jJ9ysbb7wi7QzlbMOAgZL
11,Stoomboot Cadeautje,Feestpiet Fabio,2019-11-25,nl,4fjLCVjgI6NSdfDBddM97a
12,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-25,nl,2kJwzbxV2ppxnQoYw4GLBZ
13,Plop Die Chickie Van Achter,7SideBaby,2019-11-25,nl,5mUTqJjmdDKim2PtUpvDSO
14,Chocolate,Robin Roxette,2019-11-25,nl,3EGtnvsrk0ZnFkxGYs4Dp5
15,Candy,Doja Cat,2019-11-25,nl,1VJwtWR6z7SpZRwipI12be
16,No Hook II,ADF Samski,2019-11-25,nl,0pkfi96TEP4d9PXNbnpzRU
17,Frikandel Speciaal,Stefan en Sean,2019-11-25,nl,6VCajmKNB1XQYh67fsLrEV
18,Dans Met Jou,Matheu,2019-11-25,nl,2vfCgm92FCAkoNy0TRGGwn
19,Love Songs - Bonus,Kaash Paige,2019-11-25,nl,6qL5UWxRSQYml9O99ozoLv
20,Eyes. Lips. Face.,iLL Wayno,2019-11-25,nl,5sGb7vB83MhpdZsx1tEIYH
21,My Bébé,Bryan Mg,2019-11-25,nl,4CVQy4t1gkQQWkZDzWrfEM
22,De Sinterklaas Welkomstdans,Dans Piet,2019-11-25,nl,1c2a8MZzvZYTt6wHT54NYg
23,Memories,Maroon 5,2019-11-25,nl,2b8fOow8UzyDFAE27YhOZM
24,Don't Start Now,Dua Lipa,2019-11-25,nl,6WrI0LAC5M1Rw2MnX2ZvEg
25,Alocao (With Bad Gyal),Omar Montes,2019-11-25,nl,6RyuoOJXNzlVWpfC5xQyeI
26,Heart On Ice,Rod Wave,2019-11-25,nl,6fWa5CRgy0z30OeGZyMBvD
27,Take Your Man,Mahogany Lox,2019-11-25,nl,1CF5kzz5XDBAL24wtVyyTJ
28,Back To You,Hannah Mae,2019-11-25,nl,56SQmpWHum1cJJzfK1orlh
29,Impact Theory,Alex Stein,2019-11-25,nl,2eqCccUFOABFgze5Xr7EaJ
30,Knebel,Lindemann,2019-11-25,nl,1C1MRQAQSuYWXJKziMZWoR
31,Dance Monkey,Tones and I,2019-11-25,nl,1rgnBhdG2JDFTbYkYRZAku
32,Paniek in de confettifabriek 2010,Diego,2019-11-25,nl,2vXU9xNy5A4R8RcdWeRNRc
33,Ride It,Regard,2019-11-25,nl,2tnVG71enUj33Ic2nFN6kZ
34,De pieten sinterklaas move,Party Piet Pablo,2019-11-25,nl,1rDip8Mu350sCDFWoOawWI
35,Het Paard Van Sinterklaas,Danspiet,2019-11-25,nl,6cOI9QJdc7Ee2sohKEbZ5E
36,hot girl bummer,blackbear,2019-11-25,nl,7aiClxsDWFRQ0Kzk5KI5ku
37,Lose You To Love Me,Selena Gomez,2019-11-25,nl,1HfMVBKM75vxSfsQ5VefZ5
38,Chocola,Coole Piet,2019-11-25,nl,6VpSJOyvgwTaE4G6tOSIwm
39,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-25,nl,07Oz5StQ7GRoygNLaXs2pd
40,shining on my ex,bbno$,2019-11-25,nl,1IhMuuTCpO0K7BM2MmIZ0w
41,Zie Ginds Komt De Stoomboot,Keukenpiet,2019-11-25,nl,3Wa7C5jz4JXygi34kPF4OB
42,Sinterklaasje Kom Maar Binnen Met Je Knecht - 2014 Versie,Diego,2019-11-25,nl,54Cy4jfK1CWRsNzPh81znl
43,Blue Bayou,Barry Hay,2019-11-25,nl,3lu4wobCycPuDz0mK4LQpF
44,Pietengym,Dans Piet,2019-11-25,nl,4TTlnBshz045c1AtD7hILk
45,Nothing To Do,Bancali,2019-11-25,nl,23xtuubzgbV2UCKepN0h84
46,Swingelele,Coole Piet,2019-11-25,nl,3NUw2X2zGzUEcSAo2MG1kV
47,Orphans,Coldplay,2019-11-25,nl,03T4ttRCiLXST6MZjeMwmR
48,Everyday Life,Coldplay,2019-11-25,nl,0h9fnCSnbUgOEgibnQByFv
49,Het Sinterklaaslied,Juf Nouk & Danspiet,2019-11-25,nl,3ByjC3hWdNc3LILRnxuFwn
50,Welkom Sinterklaas,Jochem van Gelder - Wild Geraas,2019-11-25,nl,51xxYBxQIHdn3IbvJ2pqlK
1,Yellow Hearts,Ant Saunders,2019-11-24,nl,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-24,nl,696DnlkuDOXcMAnKlTgXXK
3,Duimpje Omhoog,Luan Bellinga,2019-11-24,nl,4AGG98m7CTokp6pCyBPPFn
4,Pa Olvidarte,Emma Heesters,2019-11-24,nl,1RO8Q3w2Jkir8cvvGEApI0
5,Plop Die Chickie Van Achter,Quy,2019-11-24,nl,1wmWXvByQR5cqdK8nSwvIa
6,Falling,Trevor Daniel,2019-11-24,nl,4TnjEaWOeW0eKTKIEvJyCa
7,De Toreador (Jaques Herb),Opgeblazen,2019-11-24,nl,59ZhqrmXub9nSwNGfOzg1N
8,Plop Die Chickie Van Achter,7SideBaby,2019-11-24,nl,5mUTqJjmdDKim2PtUpvDSO
9,Move Your Body,Marshall Jefferson,2019-11-24,nl,3YXIVMQLRRq2K7kxC7UYx6
10,Back To You,Hannah Mae,2019-11-24,nl,56SQmpWHum1cJJzfK1orlh
11,Sinterklaas Skippybal,Rommelpiet,2019-11-24,nl,1AGjHcrSfW3rbpR6fbEe48
12,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,nl,2kJwzbxV2ppxnQoYw4GLBZ
13,Hallo Sinterklaas,Feestpiet Fabio,2019-11-24,nl,5jJ9ysbb7wi7QzlbMOAgZL
14,Stoomboot Cadeautje,Feestpiet Fabio,2019-11-24,nl,4fjLCVjgI6NSdfDBddM97a
15,Candy,Doja Cat,2019-11-24,nl,1VJwtWR6z7SpZRwipI12be
16,Love Songs - Bonus,Kaash Paige,2019-11-24,nl,6qL5UWxRSQYml9O99ozoLv
17,No Hook II,ADF Samski,2019-11-24,nl,0pkfi96TEP4d9PXNbnpzRU
18,Memories,Maroon 5,2019-11-24,nl,2b8fOow8UzyDFAE27YhOZM
19,Impact Theory,Alex Stein,2019-11-24,nl,2eqCccUFOABFgze5Xr7EaJ
20,Be Gone Thot!,LIL MAYO,2019-11-24,nl,3G47RiG2PrvEVo4panDHi9
21,hot girl bummer,blackbear,2019-11-24,nl,7aiClxsDWFRQ0Kzk5KI5ku
22,Heart On Ice,Rod Wave,2019-11-24,nl,6fWa5CRgy0z30OeGZyMBvD
23,Dance Monkey,Tones and I,2019-11-24,nl,1rgnBhdG2JDFTbYkYRZAku
24,Take Your Man,Mahogany Lox,2019-11-24,nl,1CF5kzz5XDBAL24wtVyyTJ
25,Dans Met Jou,Matheu,2019-11-24,nl,2vfCgm92FCAkoNy0TRGGwn
26,Ride It,Regard,2019-11-24,nl,2tnVG71enUj33Ic2nFN6kZ
27,De Sinterklaas Welkomstdans,Dans Piet,2019-11-24,nl,1c2a8MZzvZYTt6wHT54NYg
28,Lose You To Love Me,Selena Gomez,2019-11-24,nl,1HfMVBKM75vxSfsQ5VefZ5
29,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,nl,6cy3ki60hLwimwIje7tALf
30,Alocao (With Bad Gyal),Omar Montes,2019-11-24,nl,6RyuoOJXNzlVWpfC5xQyeI
31,Sinterklaasje Kom Maar Binnen Met Je Knecht - 2014 Versie,Diego,2019-11-24,nl,54Cy4jfK1CWRsNzPh81znl
32,Paniek in de confettifabriek 2010,Diego,2019-11-24,nl,2vXU9xNy5A4R8RcdWeRNRc
33,Nothing To Do,Bancali,2019-11-24,nl,23xtuubzgbV2UCKepN0h84
34,Eyes. Lips. Face.,iLL Wayno,2019-11-24,nl,5sGb7vB83MhpdZsx1tEIYH
35,De pieten sinterklaas move,Party Piet Pablo,2019-11-24,nl,1rDip8Mu350sCDFWoOawWI
36,Last Supper,D Smoke,2019-11-24,nl,4vFpwBCCKgzHlw8U48MYdS
37,Pump It Up,Endor,2019-11-24,nl,0GiwV6v3AgJfdu59tj719Y
38,Chocola,Coole Piet,2019-11-24,nl,6VpSJOyvgwTaE4G6tOSIwm
39,Blue Bayou,Barry Hay,2019-11-24,nl,3lu4wobCycPuDz0mK4LQpF
40,Schuif,LA$$A,2019-11-24,nl,0SEzUzbEk1v6aFsfW73Ojt
41,Lose Control,MEDUZA,2019-11-24,nl,7CHi4DtfK4heMlQaudCuHK
42,Zie Ginds Komt De Stoomboot,Keukenpiet,2019-11-24,nl,3Wa7C5jz4JXygi34kPF4OB
43,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,nl,07Oz5StQ7GRoygNLaXs2pd
44,Nice To Meet Ya,Niall Horan,2019-11-24,nl,3cphb8kdsjElYR7r5icK3H
45,De Pietendans,Dans Piet,2019-11-24,nl,2qMTyPqHJykZ3fx0V2lQiO
46,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-24,nl,1mEO3xiJqEWXYIdZalDzHR
47,Ze Kent Mij,Snelle,2019-11-24,nl,3BiBIgQFa8K4EOxisyhXX7
48,Welkom Sinterklaas,Jochem van Gelder - Wild Geraas,2019-11-24,nl,51xxYBxQIHdn3IbvJ2pqlK
49,Swingelele,Coole Piet,2019-11-24,nl,3NUw2X2zGzUEcSAo2MG1kV
50,Het Sinterklaaslied,Juf Nouk & Danspiet,2019-11-24,nl,3ByjC3hWdNc3LILRnxuFwn
1,Yellow Hearts,Ant Saunders,2019-11-23,nl,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-23,nl,696DnlkuDOXcMAnKlTgXXK
3,Duimpje Omhoog,Luan Bellinga,2019-11-23,nl,4AGG98m7CTokp6pCyBPPFn
4,Pa Olvidarte,Emma Heesters,2019-11-23,nl,1RO8Q3w2Jkir8cvvGEApI0
5,Plop Die Chickie Van Achter,Quy,2019-11-23,nl,1wmWXvByQR5cqdK8nSwvIa
6,Falling,Trevor Daniel,2019-11-23,nl,4TnjEaWOeW0eKTKIEvJyCa
7,De Toreador (Jaques Herb),Opgeblazen,2019-11-23,nl,59ZhqrmXub9nSwNGfOzg1N
8,Plop Die Chickie Van Achter,7SideBaby,2019-11-23,nl,5mUTqJjmdDKim2PtUpvDSO
9,Move Your Body,Marshall Jefferson,2019-11-23,nl,3YXIVMQLRRq2K7kxC7UYx6
10,Sinterklaas Skippybal,Rommelpiet,2019-11-23,nl,1AGjHcrSfW3rbpR6fbEe48
11,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-23,nl,2kJwzbxV2ppxnQoYw4GLBZ
12,No Hook II,ADF Samski,2019-11-23,nl,0pkfi96TEP4d9PXNbnpzRU
13,Back To You,Hannah Mae,2019-11-23,nl,56SQmpWHum1cJJzfK1orlh
14,Stoomboot Cadeautje,Feestpiet Fabio,2019-11-23,nl,4fjLCVjgI6NSdfDBddM97a
15,Memories,Maroon 5,2019-11-23,nl,2b8fOow8UzyDFAE27YhOZM
16,Candy,Doja Cat,2019-11-23,nl,1VJwtWR6z7SpZRwipI12be
17,Hallo Sinterklaas,Feestpiet Fabio,2019-11-23,nl,5jJ9ysbb7wi7QzlbMOAgZL
18,Be Gone Thot!,LIL MAYO,2019-11-23,nl,3G47RiG2PrvEVo4panDHi9
19,Love Songs - Bonus,Kaash Paige,2019-11-23,nl,6qL5UWxRSQYml9O99ozoLv
20,hot girl bummer,blackbear,2019-11-23,nl,7aiClxsDWFRQ0Kzk5KI5ku
21,Alocao (With Bad Gyal),Omar Montes,2019-11-23,nl,6RyuoOJXNzlVWpfC5xQyeI
22,Dance Monkey,Tones and I,2019-11-23,nl,1rgnBhdG2JDFTbYkYRZAku
23,Ride It,Regard,2019-11-23,nl,2tnVG71enUj33Ic2nFN6kZ
24,Impact Theory,Alex Stein,2019-11-23,nl,2eqCccUFOABFgze5Xr7EaJ
25,Take Your Man,Mahogany Lox,2019-11-23,nl,1CF5kzz5XDBAL24wtVyyTJ
26,Welkom Sinterklaas,Jochem van Gelder - Wild Geraas,2019-11-23,nl,51xxYBxQIHdn3IbvJ2pqlK
27,De Sinterklaas Welkomstdans,Dans Piet,2019-11-23,nl,1c2a8MZzvZYTt6wHT54NYg
28,Lose You To Love Me,Selena Gomez,2019-11-23,nl,1HfMVBKM75vxSfsQ5VefZ5
29,Sinterklaasje Kom Maar Binnen Met Je Knecht - 2014 Versie,Diego,2019-11-23,nl,54Cy4jfK1CWRsNzPh81znl
30,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,nl,6cy3ki60hLwimwIje7tALf
31,Last Supper,D Smoke,2019-11-23,nl,4vFpwBCCKgzHlw8U48MYdS
32,Zie Ginds Komt De Stoomboot,Keukenpiet,2019-11-23,nl,3Wa7C5jz4JXygi34kPF4OB
33,Heart On Ice,Rod Wave,2019-11-23,nl,6fWa5CRgy0z30OeGZyMBvD
34,Paniek in de confettifabriek 2010,Diego,2019-11-23,nl,2vXU9xNy5A4R8RcdWeRNRc
35,Chocola,Coole Piet,2019-11-23,nl,6VpSJOyvgwTaE4G6tOSIwm
36,De pieten sinterklaas move,Party Piet Pablo,2019-11-23,nl,1rDip8Mu350sCDFWoOawWI
37,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-23,nl,1mEO3xiJqEWXYIdZalDzHR
38,Nothing To Do,Bancali,2019-11-23,nl,23xtuubzgbV2UCKepN0h84
39,Eyes. Lips. Face.,iLL Wayno,2019-11-23,nl,5sGb7vB83MhpdZsx1tEIYH
40,Schuif,LA$$A,2019-11-23,nl,0SEzUzbEk1v6aFsfW73Ojt
41,Nice To Meet Ya,Niall Horan,2019-11-23,nl,3cphb8kdsjElYR7r5icK3H
42,Ze Kent Mij,Snelle,2019-11-23,nl,3BiBIgQFa8K4EOxisyhXX7
43,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-23,nl,07Oz5StQ7GRoygNLaXs2pd
44,sinterklaas kapoentje,Sinterklaasliedjes,2019-11-23,nl,0r3D3iLeCUcJe03vfq9PMn
45,De Pietendans,Dans Piet,2019-11-23,nl,2qMTyPqHJykZ3fx0V2lQiO
46,Pump It Up,Endor,2019-11-23,nl,0GiwV6v3AgJfdu59tj719Y
47,Lose Control,MEDUZA,2019-11-23,nl,7CHi4DtfK4heMlQaudCuHK
48,De Dakendans,Coole Piet and Danspiet,2019-11-23,nl,04dEDNyaycjEZzC2Nek2IW
49,Swingelele,Coole Piet,2019-11-23,nl,3NUw2X2zGzUEcSAo2MG1kV
50,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-23,nl,6qNB2ChCVPepl5ZjVJJTUW
1,Yellow Hearts,Ant Saunders,2019-11-22,nl,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-22,nl,696DnlkuDOXcMAnKlTgXXK
3,Duimpje Omhoog,Luan Bellinga,2019-11-22,nl,4AGG98m7CTokp6pCyBPPFn
4,Pa Olvidarte,Emma Heesters,2019-11-22,nl,1RO8Q3w2Jkir8cvvGEApI0
5,Plop Die Chickie Van Achter,Quy,2019-11-22,nl,1wmWXvByQR5cqdK8nSwvIa
6,Falling,Trevor Daniel,2019-11-22,nl,4TnjEaWOeW0eKTKIEvJyCa
7,De Toreador (Jaques Herb),Opgeblazen,2019-11-22,nl,59ZhqrmXub9nSwNGfOzg1N
8,Plop Die Chickie Van Achter,7SideBaby,2019-11-22,nl,5mUTqJjmdDKim2PtUpvDSO
9,Move Your Body,Marshall Jefferson,2019-11-22,nl,3YXIVMQLRRq2K7kxC7UYx6
10,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-22,nl,2kJwzbxV2ppxnQoYw4GLBZ
11,Love Songs - Bonus,Kaash Paige,2019-11-22,nl,6qL5UWxRSQYml9O99ozoLv
12,No Hook II,ADF Samski,2019-11-22,nl,0pkfi96TEP4d9PXNbnpzRU
13,Candy,Doja Cat,2019-11-22,nl,1VJwtWR6z7SpZRwipI12be
14,Back To You,Hannah Mae,2019-11-22,nl,56SQmpWHum1cJJzfK1orlh
15,Take Your Man,Mahogany Lox,2019-11-22,nl,1CF5kzz5XDBAL24wtVyyTJ
16,Memories,Maroon 5,2019-11-22,nl,2b8fOow8UzyDFAE27YhOZM
17,Be Gone Thot!,LIL MAYO,2019-11-22,nl,3G47RiG2PrvEVo4panDHi9
18,Sinterklaas Skippybal,Rommelpiet,2019-11-22,nl,1AGjHcrSfW3rbpR6fbEe48
19,Stoomboot Cadeautje,Feestpiet Fabio,2019-11-22,nl,4fjLCVjgI6NSdfDBddM97a
20,De Sinterklaas Welkomstdans,Dans Piet,2019-11-22,nl,1c2a8MZzvZYTt6wHT54NYg
21,Eyes. Lips. Face.,iLL Wayno,2019-11-22,nl,5sGb7vB83MhpdZsx1tEIYH
22,Impact Theory,Alex Stein,2019-11-22,nl,2eqCccUFOABFgze5Xr7EaJ
23,hot girl bummer,blackbear,2019-11-22,nl,7aiClxsDWFRQ0Kzk5KI5ku
24,Dance Monkey,Tones and I,2019-11-22,nl,1rgnBhdG2JDFTbYkYRZAku
25,Alocao (With Bad Gyal),Omar Montes,2019-11-22,nl,6RyuoOJXNzlVWpfC5xQyeI
26,Ride It,Regard,2019-11-22,nl,2tnVG71enUj33Ic2nFN6kZ
27,Hallo Sinterklaas,Feestpiet Fabio,2019-11-22,nl,5jJ9ysbb7wi7QzlbMOAgZL
28,Welkom Sinterklaas,Jochem van Gelder - Wild Geraas,2019-11-22,nl,51xxYBxQIHdn3IbvJ2pqlK
29,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-22,nl,6cy3ki60hLwimwIje7tALf
30,Lose You To Love Me,Selena Gomez,2019-11-22,nl,1HfMVBKM75vxSfsQ5VefZ5
31,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-22,nl,1mEO3xiJqEWXYIdZalDzHR
32,Last Supper,D Smoke,2019-11-22,nl,4vFpwBCCKgzHlw8U48MYdS
33,Zie Ginds Komt De Stoomboot,Keukenpiet,2019-11-22,nl,3Wa7C5jz4JXygi34kPF4OB
34,Sinterklaasje Kom Maar Binnen Met Je Knecht - 2014 Versie,Diego,2019-11-22,nl,54Cy4jfK1CWRsNzPh81znl
35,Heart On Ice,Rod Wave,2019-11-22,nl,6fWa5CRgy0z30OeGZyMBvD
36,De Dakendans,Coole Piet and Danspiet,2019-11-22,nl,04dEDNyaycjEZzC2Nek2IW
37,De Pietendans,Dans Piet,2019-11-22,nl,2qMTyPqHJykZ3fx0V2lQiO
38,Nothing To Do,Bancali,2019-11-22,nl,23xtuubzgbV2UCKepN0h84
39,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-22,nl,07Oz5StQ7GRoygNLaXs2pd
40,Lose Control,MEDUZA,2019-11-22,nl,7CHi4DtfK4heMlQaudCuHK
41,Schuif,LA$$A,2019-11-22,nl,0SEzUzbEk1v6aFsfW73Ojt
42,Paniek in de confettifabriek 2010,Diego,2019-11-22,nl,2vXU9xNy5A4R8RcdWeRNRc
43,Blue Bayou,Barry Hay,2019-11-22,nl,3lu4wobCycPuDz0mK4LQpF
44,Chocola,Coole Piet,2019-11-22,nl,6VpSJOyvgwTaE4G6tOSIwm
45,Ze Kent Mij,Snelle,2019-11-22,nl,3BiBIgQFa8K4EOxisyhXX7
46,Nice To Meet Ya,Niall Horan,2019-11-22,nl,3cphb8kdsjElYR7r5icK3H
47,sinterklaas kapoentje,Sinterklaasliedjes,2019-11-22,nl,2KNXeeEL87Isz7sISwI8tA
48,De pieten sinterklaas move,Party Piet Pablo,2019-11-22,nl,1rDip8Mu350sCDFWoOawWI
49,Pump It Up,Endor,2019-11-22,nl,0GiwV6v3AgJfdu59tj719Y
50,Swingelele,Coole Piet,2019-11-22,nl,3NUw2X2zGzUEcSAo2MG1kV
Position,Track Name,Artist,date,region,id
1,Yellow Hearts,Ant Saunders,2019-11-25,br,2W4yABdLc4Jnds67Poi5Nl
2,Vem Me Satisfazer,MC Ingryd,2019-11-25,br,63SHcJzckFykS8faA5zojY
3,Hino do Flamengo,Orquestra e Coro Cid (Flabanda),2019-11-25,br,2KGYg5LBQKpA4Js8BBcOkn
4,Em Dezembro de 81,Canto dos Estádios,2019-11-25,br,6dkh4ByQDG4Uqdt1Zp33Gi
5,Some que ele vem atrás,Anitta,2019-11-25,br,2qD7VoDYcrAPY0cVEfpsR5
6,Amor de Que,Pabllo Vittar,2019-11-25,br,29caulxU0jxucdVIyhSJTc
7,menina solta,Giulia Be,2019-11-25,br,2MOq63fxuFLYQM3CsDcFs1
8,Surtada - Remix Brega Funk,Dadá Boladão,2019-11-25,br,5F8ffc8KWKNawllr5WsW0r
9,Invejoso Me Persegue (feat. DJ DF Sheik) - Remix,DJ VT do Trem Bala,2019-11-25,br,2f5TKtem10rIWJVLZKUIzp
10,S de Saudade,Luíza & Maurílio,2019-11-25,br,3J5Pu25BODMex4Jpy4l6FL
11,Flamengo,DJ Edgar,2019-11-25,br,0gpFoSex3XvufNsTZRUvY6
12,"Em Dezembro de 81 (feat. MC Koringa, Leo Jaime & Dado Dolabella)",Ivo Meirelles,2019-11-25,br,0MDqnicD7uR8ovQIhyEkNS
13,Eu Sou Flamengo,MC Junior,2019-11-25,br,7gDLVrMV7x4anBdCZ52usn
14,ROXANNE,Arizona Zervas,2019-11-25,br,696DnlkuDOXcMAnKlTgXXK
15,"Eu Sempre Te Amarei (Raça, Amor E Paixão) [Remix Funk]",Grupo Manto Sagrado,2019-11-25,br,4ZtO6xOVcwDnCkn5Hf6W9j
16,Don't Start Now,Dua Lipa,2019-11-25,br,6WrI0LAC5M1Rw2MnX2ZvEg
17,Cheirosa - Ao Vivo,Jorge & Mateus,2019-11-25,br,2PWjKmjyTZeDpmOUa3a5da
18,No Baile Nós É Mídia,DJ Henrique da VK,2019-11-25,br,2SfBmQExwL1AnjWCBPL7UZ
19,Uma Vez Flamengo,Junior,2019-11-25,br,3kWKBigJWRN2UMVGY3cD23
20,Complicado,Vitão,2019-11-25,br,52vPpP2gEYaBROIS77J38P
21,Mochila nas Costas / Empurra Empurra,DJ Felipe Único,2019-11-25,br,49N07rRWNp03L2HPCogaF0
22,"Caneta Azul, Azul Caneta",Patrões da Pisadinha,2019-11-25,br,3UEW4iClEx9nGY89Achext
23,Dança Com as Amigas,MC Lia,2019-11-25,br,2w6qF84IVXtJc8In5Ev7Ar
24,Amor de Fim de Noite,Orochi,2019-11-25,br,0nDnvGagGAQP5vpgCyS5yH
25,Dance Monkey,Tones and I,2019-11-25,br,1rgnBhdG2JDFTbYkYRZAku
26,Gaiola É o Troco,MC Du Black,2019-11-25,br,3Uq45ipGutypFPmETfaoaH
27,Buttercup,Jack Stauber,2019-11-25,br,2mlGPkAx4kwF8Df0GlScsC
28,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-25,br,6cy3ki60hLwimwIje7tALf
29,Não Me Sinto Mal Mais,Sidoka,2019-11-25,br,563yuGweEqRVQtjfsDVRyK
30,Candy,Doja Cat,2019-11-25,br,1VJwtWR6z7SpZRwipI12be
31,Carreira Solo - Ao Vivo,Gusttavo Lima,2019-11-25,br,6ZWkf3FDQQmyeel23ECpIP
32,Água Rosa,DJ PH DA SERRA,2019-11-25,br,7gDtKPMPSw2ov5DQ0LSpwX
33,Entrou pra turma,MC Matheuzinho,2019-11-25,br,2AFo3wcypAuhAZxHg7NWcc
34,Pra Praia,26:15,2019-11-25,br,53XACfLYaZQ2KccxSLx5kN
35,Chama Ela (feat. Pedro Sampaio),Lexa,2019-11-25,br,14kRWkCWBYfQqILflEcpSJ
36,Coisas Leves,BlakkClout,2019-11-25,br,7uw2mvsl3B7AiNnuV9pkKZ
37,Love Songs - Bonus,Kaash Paige,2019-11-25,br,6qL5UWxRSQYml9O99ozoLv
38,Nike Bolha,Danzo,2019-11-25,br,4ZUZ08cPAVeWBVBFjT61Gh
39,Aí Eu Bebo - Ao Vivo,Maiara & Maraisa,2019-11-25,br,6lK3nCiigk34SGqEjpQoqO
40,Sorte,Hotelo,2019-11-25,br,2uSyV8GhchTOkSRWk16jxp
41,Se Prepara 2,Mc Livinho,2019-11-25,br,0CgMeXQiNYJxPVQ2EMJxdL
42,Empurra Empurra,Mc Dricka,2019-11-25,br,2OFO6Zws6Pxo5p0J7SmkOp
43,"Vamos, Flamengo",Football Chants,2019-11-25,br,7wJB81DiQBl8J4a6LOUuL0
44,Contatinho - Ao Vivo Em São Paulo / 2019,Leo Santana,2019-11-25,br,4RC2nzqaQygxoVQOVv3XlT
45,Rap do Itachi: Essa Dor Que Causei... (NERD HITS),7 Minutoz,2019-11-25,br,1AiQsM4HVi0A3xxrXKvdxu
46,Sobrou Silêncio,Rashid,2019-11-25,br,7renp4NlDhhpvU3ejH16G0
47,You Calling My Name,GOT7,2019-11-25,br,6f4wghlwYWGLqGEIKc6HDQ
48,"Oh, Meu Mengão, Eu Gosto De Você",Football Chants,2019-11-25,br,4FOmK4vYdssAiZOHmYRdOe
49,Legends,Now United,2019-11-25,br,491kWEsi6zxZAJAYuRJBR2
50,Vai Piranha,Wertinho Vilão,2019-11-25,br,6c1QvlHIMuThutDTCLEzwS
1,Vem Me Satisfazer,MC Ingryd,2019-11-24,br,63SHcJzckFykS8faA5zojY
2,Yellow Hearts,Ant Saunders,2019-11-24,br,2W4yABdLc4Jnds67Poi5Nl
3,Hino do Flamengo,Orquestra e Coro Cid (Flabanda),2019-11-24,br,2KGYg5LBQKpA4Js8BBcOkn
4,menina solta,Giulia Be,2019-11-24,br,2MOq63fxuFLYQM3CsDcFs1
5,Em Dezembro de 81,Canto dos Estádios,2019-11-24,br,6dkh4ByQDG4Uqdt1Zp33Gi
6,Surtada - Remix Brega Funk,Dadá Boladão,2019-11-24,br,5F8ffc8KWKNawllr5WsW0r
7,Invejoso Me Persegue (feat. DJ DF Sheik) - Remix,DJ VT do Trem Bala,2019-11-24,br,2f5TKtem10rIWJVLZKUIzp
8,S de Saudade,Luíza & Maurílio,2019-11-24,br,3J5Pu25BODMex4Jpy4l6FL
9,Flamengo,DJ Edgar,2019-11-24,br,0gpFoSex3XvufNsTZRUvY6
10,"Em Dezembro de 81 (feat. MC Koringa, Leo Jaime & Dado Dolabella)",Ivo Meirelles,2019-11-24,br,0MDqnicD7uR8ovQIhyEkNS
11,Eu Sou Flamengo,MC Junior,2019-11-24,br,7gDLVrMV7x4anBdCZ52usn
12,Mochila nas Costas / Empurra Empurra,DJ Felipe Único,2019-11-24,br,49N07rRWNp03L2HPCogaF0
